Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Inventory MoM ,Days on Market,Days on Market MoM,Days on Market YoY
"Federal Way, WA",4/30/2020,$432K,110,107,98,-3.90%,7,2,-3
"Federal Way, WA",5/31/2020,$425K,101,141,99,1.00%,8,1,-1
"Federal Way, WA",6/30/2020,$439K,139,153,119,20.20%,6,-2,-9
"Federal Way, WA",7/31/2020,$450K,117,147,93,-21.80%,6,0,-4
"Federal Way, WA",8/31/2020,$450K,145,137,90,-3.20%,7,1,-11
"Federal Way, WA",9/30/2020,$440K,142,115,81,-10.00%,6,-1,-8
"Federal Way, WA",10/31/2020,$447K,109,88,62,-23.50%,6,0,-12
"Federal Way, WA",11/30/2020,$450K,107,72,35,-43.50%,7,1,-22
"Federal Way, WA",12/31/2020,$470K,78,81,29,-17.10%,6,-1,-5
"Federal Way, WA",1/31/2021,$490K,82,102,37,27.60%,5,-1,-13
"Issaquah, WA",1/31/2012,$353K,53,97,286,-2.40%,48,-33,-54
"Issaquah, WA",2/29/2012,$362K,72,110,274,-4.20%,110,62,-4
"Issaquah, WA",3/31/2012,$380K,93,151,287,4.70%,54,-56,-35
"Issaquah, WA",4/30/2012,$439K,94,146,302,5.20%,32,-22,-30
"Issaquah, WA",5/31/2012,$441K,114,130,291,-3.60%,35,3,-22
"Issaquah, WA",6/30/2012,$375K,99,131,299,2.70%,25,-10,-28
"Issaquah, WA",7/31/2012,$407K,128,112,278,-7.00%,21,-4,-26
"Issaquah, WA",8/31/2012,$449K,98,100,278,0.00%,24,3,-36
"Issaquah, WA",9/30/2012,$375K,119,79,230,-17.30%,56,32,-13
"Issaquah, WA",10/31/2012,$426K,77,56,197,-14.30%,30,-26,-57
"Issaquah, WA",11/30/2012,$384K,96,46,169,-14.20%,34,4,-30
"Issaquah, WA",12/31/2012,$430K,83,108,143,-15.40%,50,16,-31
"Issaquah, WA",1/31/2013,$396K,83,114,151,5.60%,36,-14,-12
"Issaquah, WA",2/28/2013,$415K,129,135,139,-7.90%,18,-18,-92
"Issaquah, WA",3/31/2013,$471K,114,126,151,8.60%,13,-5,-41
"Issaquah, WA",4/30/2013,$451K,135,183,190,25.80%,10,-3,-22
"Issaquah, WA",5/31/2013,$435K,134,145,203,6.80%,9,-1,-26
"Issaquah, WA",6/30/2013,$487K,138,142,216,6.40%,8,-1,-17
"Issaquah, WA",7/31/2013,$427K,141,141,234,8.30%,14,6,-7
"Issaquah, WA",8/31/2013,$460K,98,98,218,-6.80%,12,-2,-12
"Issaquah, WA",9/30/2013,$439K,111,98,181,-17.00%,26,14,-30
"Issaquah, WA",10/31/2013,$436K,81,55,137,-24.30%,22,-4,-8
"Issaquah, WA",11/30/2013,$476K,98,37,104,-24.10%,26,4,-8
"Issaquah, WA",12/31/2013,$415K,60,70,92,-11.50%,56,30,6
"Issaquah, WA",1/31/2014,$422K,59,95,92,0.00%,10,-46,-26
"Issaquah, WA",2/28/2014,$415K,90,112,112,21.70%,12,2,-6
"Issaquah, WA",3/31/2014,$477K,100,153,132,17.90%,6,-6,-7
"Issaquah, WA",4/30/2014,$475K,123,186,168,27.30%,9,3,-1
"Issaquah, WA",5/31/2014,$485K,125,173,193,14.90%,8,-1,-1
"Issaquah, WA",6/30/2014,$525K,146,166,240,24.40%,12,4,4
"Issaquah, WA",7/31/2014,$481K,116,123,227,-5.40%,18,6,4
"Issaquah, WA",8/31/2014,$440K,126,100,203,-10.60%,28,10,16
"Issaquah, WA",9/30/2014,$434K,106,105,177,-12.80%,15,-13,-11
"Issaquah, WA",10/31/2014,$465K,93,63,147,-16.90%,21,6,-1
"Issaquah, WA",11/30/2014,$458K,96,46,112,-23.80%,22,1,-4
"Issaquah, WA",12/31/2014,$456K,44,88,110,-1.80%,30,8,-26
"Issaquah, WA",1/31/2015,$405K,77,120,106,-3.60%,24,-6,14
"Issaquah, WA",2/28/2015,$490K,107,152,119,12.30%,12,-12,0
"Issaquah, WA",3/31/2015,$510K,130,150,126,5.90%,8,-4,2
"Issaquah, WA",4/30/2015,$545K,127,151,136,7.90%,8,0,-1
"Issaquah, WA",5/31/2015,$550K,153,162,145,6.60%,7,-1,-1
"Issaquah, WA",6/30/2015,$526K,138,148,162,11.70%,11,4,-1
"Issaquah, WA",7/31/2015,$545K,119,108,148,-8.60%,10,-1,-8
"Issaquah, WA",8/31/2015,$487K,94,111,150,1.40%,14,4,-14
"Issaquah, WA",9/30/2015,$498K,92,111,137,-8.70%,14,0,-1
"Issaquah, WA",10/31/2015,$477K,94,63,100,-27.00%,11,-3,-10
"Issaquah, WA",11/30/2015,$589K,105,42,70,-30.00%,13,2,-9
"Issaquah, WA",12/31/2015,$436K,68,105,90,28.60%,23,10,-7
"Issaquah, WA",1/31/2016,$613K,78,126,87,-3.30%,8,-15,-16
"Issaquah, WA",2/29/2016,$570K,119,152,99,13.80%,7,-1,-5
"Issaquah, WA",3/31/2016,$585K,120,172,130,31.30%,6,-1,-2
"Issaquah, WA",4/30/2016,$593K,127,157,109,-16.20%,6,0,-2
"Issaquah, WA",5/31/2016,$600K,174,178,126,15.60%,6,0,-1
"Issaquah, WA",6/30/2016,$580K,138,149,157,24.60%,7,1,-4
"Issaquah, WA",7/31/2016,$605K,140,120,139,-11.50%,8,1,-2
"Issaquah, WA",8/31/2016,$589K,120,129,132,-5.00%,7,-1,-7
"Issaquah, WA",9/30/2016,$565K,129,88,96,-27.30%,15,8,1
"Issaquah, WA",10/31/2016,$553K,129,63,74,-22.90%,13,-2,2
"Issaquah, WA",11/30/2016,$558K,87,47,67,-9.50%,12,-1,-1
"Issaquah, WA",12/31/2016,$600K,51,69,54,-19.40%,8,-4,-15
"Issaquah, WA",1/31/2017,$600K,73,84,63,16.70%,7,-1,-1
"Issaquah, WA",2/28/2017,$659K,91,168,84,33.30%,6,-1,-1
"Issaquah, WA",3/31/2017,$670K,118,102,68,-19.00%,6,0,0
"Issaquah, WA",4/30/2017,$750K,125,164,74,8.80%,7,1,1
"Issaquah, WA",5/31/2017,$731K,152,187,126,70.30%,6,-1,0
"Issaquah, WA",6/30/2017,$685K,135,161,147,16.70%,6,0,-1
"Issaquah, WA",7/31/2017,$735K,161,135,120,-18.40%,8,2,0
"Issaquah, WA",8/31/2017,$620K,121,111,111,-7.50%,14,6,7
"Issaquah, WA",9/30/2017,$683K,143,90,90,-18.90%,8,-6,-7
"Issaquah, WA",10/31/2017,$682K,109,59,76,-15.60%,9,1,-4
"Issaquah, WA",11/30/2017,$698K,82,35,49,-35.50%,10,1,-2
"Issaquah, WA",12/31/2017,$834K,61,69,55,12.20%,16,6,8
"Issaquah, WA",1/31/2018,$698K,62,109,60,9.10%,7,-9,0
"Issaquah, WA",2/28/2018,$745K,118,154,72,20.00%,6,-1,0
"Issaquah, WA",3/31/2018,$770K,125,149,95,31.90%,6,0,0
"Issaquah, WA",4/30/2018,$806K,127,213,157,65.30%,7,1,0
"Issaquah, WA",5/31/2018,$800K,146,171,189,20.40%,7,0,1
"Issaquah, WA",6/30/2018,$738K,120,156,218,15.30%,8,1,2
"Issaquah, WA",7/31/2018,$850K,137,152,248,13.80%,12,4,4
"Issaquah, WA",8/31/2018,$746K,95,128,264,6.50%,16,4,2
"Issaquah, WA",9/30/2018,$760K,88,78,231,-12.50%,24,8,16
"Issaquah, WA",10/31/2018,$740K,75,59,199,-13.90%,36,12,27
"Issaquah, WA",11/30/2018,$763K,77,24,152,-23.60%,39,3,29
"Issaquah, WA",12/31/2018,$769K,53,83,147,-3.30%,54,15,38
"Issaquah, WA",1/31/2019,$650K,53,76,139,-5.40%,64,10,57
"Issaquah, WA",2/28/2019,$685K,95,158,163,17.30%,24,-40,18
"Issaquah, WA",3/31/2019,$692K,133,154,169,3.70%,14,-10,8
"Issaquah, WA",4/30/2019,$690K,147,166,193,14.20%,12,-2,5
"Issaquah, WA",5/31/2019,$788K,121,136,213,10.40%,12,0,5
"Issaquah, WA",6/30/2019,$745K,104,131,223,4.70%,22,10,14
"Issaquah, WA",7/31/2019,$770K,113,105,208,-6.70%,23,1,11
"Issaquah, WA",8/31/2019,$709K,97,89,178,-14.40%,21,-2,5
"Issaquah, WA",9/30/2019,$763K,98,77,155,-12.90%,31,10,7
"Issaquah, WA",10/31/2019,$725K,83,46,110,-29.00%,45,14,9
"Issaquah, WA",11/30/2019,$685K,100,36,77,-30.00%,46,1,7
"Issaquah, WA",12/31/2019,$643K,60,71,71,-7.80%,29,-17,-25
"Issaquah, WA",1/31/2020,$690K,59,95,73,2.80%,10,-19,-54
"Issaquah, WA",2/29/2020,$724K,96,122,94,28.80%,5,-5,-19
"Issaquah, WA",3/31/2020,$805K,76,86,109,16.00%,5,0,-9
"Issaquah, WA",4/30/2020,$755K,72,106,118,8.30%,7,2,-5
"Issaquah, WA",5/31/2020,$850K,101,139,119,0.80%,17,10,5
"Issaquah, WA",6/30/2020,$875K,137,152,117,-1.70%,7,-10,-15
"Issaquah, WA",7/31/2020,$829K,141,128,113,-3.40%,9,2,-14
"Issaquah, WA",8/31/2020,$810K,133,109,75,-33.60%,6,-3,-15
"Issaquah, WA",9/30/2020,$770K,133,140,84,12.00%,7,1,-24
"Issaquah, WA",10/31/2020,$835K,110,78,57,-32.10%,6,-1,-39
"Issaquah, WA",11/30/2020,$785K,102,37,37,-35.10%,6,0,-40
"Issaquah, WA",12/31/2020,$747K,60,76,34,-8.10%,7,1,-22
"Issaquah, WA",1/31/2021,$752K,76,81,36,5.90%,5,-2,-5
"Kenmore, WA",1/31/2012,$382K,17,37,94,5.60%,177,54,42
"Kenmore, WA",2/29/2012,$355K,21,33,93,-1.10%,112,-65,-12
"Kenmore, WA",3/31/2012,$273K,30,50,96,3.20%,51,-61,-34
"Kenmore, WA",4/30/2012,$371K,34,38,81,-15.60%,38,-13,-35
"Kenmore, WA",5/31/2012,$350K,47,45,81,0.00%,41,3,-2
"Kenmore, WA",6/30/2012,$312K,38,28,68,-16.00%,33,-8,-63
"Kenmore, WA",7/31/2012,$345K,40,29,74,8.80%,48,15,-1
"Kenmore, WA",8/31/2012,$352K,29,38,79,6.80%,29,-19,-26
"Kenmore, WA",9/30/2012,$400K,29,37,79,0.00%,24,-5,-81
"Kenmore, WA",10/31/2012,$418K,20,29,63,-20.30%,20,-4,-33
"Kenmore, WA",11/30/2012,$360K,30,18,57,-9.50%,20,0,-11
"Kenmore, WA",12/31/2012,$372K,20,26,44,-22.80%,35,15,-88
"Kenmore, WA",1/31/2013,$368K,32,17,35,-20.50%,35,0,-142
"Kenmore, WA",2/28/2013,$330K,33,24,30,-14.30%,33,-2,-79
"Kenmore, WA",3/31/2013,$407K,24,37,34,13.30%,15,-18,-36
"Kenmore, WA",4/30/2013,$412K,30,54,45,32.40%,15,0,-23
"Kenmore, WA",5/31/2013,$373K,42,49,55,22.20%,15,0,-26
"Kenmore, WA",6/30/2013,$395K,42,35,60,9.10%,8,-7,-25
"Kenmore, WA",7/31/2013,$378K,34,41,72,20.00%,11,3,-37
"Kenmore, WA",8/31/2013,$450K,25,49,82,13.90%,9,-2,-20
"Kenmore, WA",9/30/2013,$352K,34,33,66,-19.50%,12,3,-12
"Kenmore, WA",10/31/2013,$386K,26,25,64,-3.00%,23,11,3
"Kenmore, WA",11/30/2013,$406K,32,9,50,-21.90%,37,14,17
"Kenmore, WA",12/31/2013,$458K,20,23,52,4.00%,44,7,9
"Kenmore, WA",1/31/2014,$383K,18,20,50,-3.80%,11,-33,-24
"Kenmore, WA",2/28/2014,$406K,17,37,49,-2.00%,62,51,29
"Kenmore, WA",3/31/2014,$425K,41,57,56,14.30%,20,-42,5
"Kenmore, WA",4/30/2014,$412K,38,48,58,3.60%,7,-13,-8
"Kenmore, WA",5/31/2014,$450K,39,47,69,19.00%,11,4,-4
"Kenmore, WA",6/30/2014,$383K,40,52,87,26.10%,10,-1,2
"Kenmore, WA",7/31/2014,$431K,34,46,95,9.20%,34,24,23
"Kenmore, WA",8/31/2014,$398K,36,31,87,-8.40%,24,-10,15
"Kenmore, WA",9/30/2014,$455K,28,47,95,9.20%,38,14,26
"Kenmore, WA",10/31/2014,$432K,23,23,75,-21.10%,41,3,18
"Kenmore, WA",11/30/2014,$393K,28,28,61,-18.70%,51,10,14
"Kenmore, WA",12/31/2014,$449K,29,35,57,-6.60%,41,-10,-3
"Kenmore, WA",1/31/2015,$438K,27,41,64,12.30%,53,12,42
"Kenmore, WA",2/28/2015,$533K,39,56,75,17.20%,17,-36,-45
"Kenmore, WA",3/31/2015,$502K,35,66,77,2.70%,9,-8,-11
"Kenmore, WA",4/30/2015,$480K,59,72,97,26.00%,14,5,7
"Kenmore, WA",5/31/2015,$550K,51,50,88,-9.30%,9,-5,-2
"Kenmore, WA",6/30/2015,$501K,52,45,88,0.00%,11,2,1
"Kenmore, WA",7/31/2015,$480K,50,42,82,-6.80%,10,-1,-24
"Kenmore, WA",8/31/2015,$506K,41,44,85,3.70%,13,3,-11
"Kenmore, WA",9/30/2015,$482K,34,41,76,-10.60%,12,-1,-26
"Kenmore, WA",10/31/2015,$490K,29,17,55,-27.60%,20,8,-21
"Kenmore, WA",11/30/2015,$635K,39,19,41,-25.50%,42,22,-9
"Kenmore, WA",12/31/2015,$549K,20,35,35,-14.60%,23,-19,-18
"Kenmore, WA",1/31/2016,$532K,34,43,44,25.70%,23,0,-30
"Kenmore, WA",2/29/2016,$582K,46,46,42,-4.50%,6,-17,-11
"Kenmore, WA",3/31/2016,$559K,38,53,42,0.00%,8,2,-1
"Kenmore, WA",4/30/2016,$610K,48,50,38,-9.50%,8,0,-6
"Kenmore, WA",5/31/2016,$480K,53,63,50,31.60%,13,5,4
"Kenmore, WA",6/30/2016,$470K,53,50,53,6.00%,10,-3,-1
"Kenmore, WA",7/31/2016,$510K,47,56,56,5.70%,10,0,0
"Kenmore, WA",8/31/2016,$505K,48,41,51,-8.90%,13,3,0
"Kenmore, WA",9/30/2016,$531K,40,28,39,-23.50%,13,0,1
"Kenmore, WA",10/31/2016,$550K,41,35,32,-17.90%,15,2,-5
"Kenmore, WA",11/30/2016,$625K,49,16,21,-34.40%,21,6,-21
"Kenmore, WA",12/31/2016,$603K,28,34,26,23.80%,21,0,-2
"Kenmore, WA",1/31/2017,$579K,26,37,27,3.80%,8,-13,-15
"Kenmore, WA",2/28/2017,$599K,32,48,28,3.70%,9,1,3
"Kenmore, WA",3/31/2017,$687K,38,39,26,-7.10%,6,-3,-2
"Kenmore, WA",4/30/2017,$655K,60,49,27,3.80%,9,3,1
"Kenmore, WA",5/31/2017,$638K,44,48,36,33.30%,6,-3,-7
"Kenmore, WA",6/30/2017,$637K,33,64,46,27.80%,6,0,-4
"Kenmore, WA",7/31/2017,$688K,56,52,48,4.30%,8,2,-2
"Kenmore, WA",8/31/2017,$622K,55,40,45,-6.30%,14,6,1
"Kenmore, WA",9/30/2017,$720K,31,35,36,-20.00%,10,-4,-3
"Kenmore, WA",10/31/2017,$646K,42,15,20,-44.40%,8,-2,-7
"Kenmore, WA",11/30/2017,$640K,29,9,8,-60.00%,39,31,18
"Kenmore, WA",12/31/2017,$720K,19,31,14,75.00%,20,-19,-1
"Kenmore, WA",1/31/2018,$693K,20,28,9,-35.70%,8,-12,0
"Kenmore, WA",2/28/2018,$615K,43,39,14,55.60%,6,-2,-3
"Kenmore, WA",3/31/2018,$682K,34,44,24,71.40%,6,0,0
"Kenmore, WA",4/30/2018,$688K,33,69,43,79.20%,6,0,-3
"Kenmore, WA",5/31/2018,$758K,41,31,42,-2.30%,8,2,2
"Kenmore, WA",6/30/2018,$707K,36,54,65,54.80%,10,2,4
"Kenmore, WA",7/31/2018,$650K,35,58,83,27.70%,14,4,6
"Kenmore, WA",8/31/2018,$600K,27,39,92,10.80%,14,0,0
"Kenmore, WA",9/30/2018,$650K,26,25,75,-18.50%,34,20,24
"Kenmore, WA",10/31/2018,$662K,26,16,60,-20.00%,33,-1,25
"Kenmore, WA",11/30/2018,$620K,19,8,43,-28.30%,82,49,43
"Kenmore, WA",12/31/2018,$660K,21,28,42,-2.30%,66,-16,46
"Kenmore, WA",1/31/2019,$602K,25,25,44,4.80%,24,-42,16
"Kenmore, WA",2/28/2019,$665K,27,48,59,34.10%,12,-12,6
"Kenmore, WA",3/31/2019,$698K,28,41,60,1.70%,13,1,7
"Kenmore, WA",4/30/2019,$667K,40,51,67,11.70%,6,-7,0
"Kenmore, WA",5/31/2019,$840K,29,58,80,19.40%,18,12,10
"Kenmore, WA",6/30/2019,$640K,52,44,74,-7.50%,18,0,8
"Kenmore, WA",7/31/2019,$570K,40,38,77,4.10%,20,2,6
"Kenmore, WA",8/31/2019,$649K,31,47,75,-2.60%,27,7,13
"Kenmore, WA",9/30/2019,$669K,46,39,66,-12.00%,20,-7,-14
"Kenmore, WA",10/31/2019,$654K,34,19,42,-36.40%,32,12,-1
"Kenmore, WA",11/30/2019,$645K,38,9,26,-38.10%,51,19,-31
"Kenmore, WA",12/31/2019,$595K,28,25,22,-15.40%,70,19,4
"Kenmore, WA",1/31/2020,$685K,27,29,15,-31.80%,14,-56,-10
"Kenmore, WA",2/29/2020,$690K,31,31,23,53.30%,6,-8,-6
"Kenmore, WA",3/31/2020,$761K,22,29,29,26.10%,8,2,-5
"Kenmore, WA",4/30/2020,$796K,25,35,32,10.30%,9,1,3
"Kenmore, WA",5/31/2020,$770K,35,35,33,3.10%,9,0,-9
"Kenmore, WA",6/30/2020,$660K,27,61,46,39.40%,13,4,-5
"Kenmore, WA",7/31/2020,$728K,42,50,39,-15.20%,8,-5,-12
"Kenmore, WA",8/31/2020,$730K,51,43,27,-30.80%,10,2,-17
"Kenmore, WA",9/30/2020,$790K,43,47,21,-22.20%,9,-1,-11
"Kenmore, WA",10/31/2020,$745K,50,23,21,0.00%,7,-2,-25
"Kenmore, WA",11/30/2020,$757K,35,16,14,-33.30%,6,-1,-45
"Kenmore, WA",12/31/2020,$799K,22,30,14,0.00%,19,13,-51
"Kenmore, WA",1/31/2021,$875K,23,37,7,-50.00%,5,-14,-9
"Kent, WA",1/31/2012,$200K,89,159,501,-7.40%,90,7,-6
"Kent, WA",2/29/2012,$200K,143,165,458,-8.60%,72,-18,-31
"Kent, WA",3/31/2012,$212K,128,165,433,-5.50%,70,-2,-27
"Kent, WA",4/30/2012,$200K,141,185,440,1.60%,49,-21,-12
"Kent, WA",5/31/2012,$230K,129,143,410,-6.80%,57,8,3
"Kent, WA",6/30/2012,$215K,153,148,402,-2.00%,39,-18,-31
"Kent, WA",7/31/2012,$220K,141,157,408,1.50%,44,5,-21
"Kent, WA",8/31/2012,$215K,122,140,392,-3.90%,54,10,-1
"Kent, WA",9/30/2012,$227K,115,96,352,-10.20%,59,5,-3
"Kent, WA",10/31/2012,$247K,122,103,333,-5.40%,46,-13,-10
"Kent, WA",11/30/2012,$240K,114,90,314,-5.70%,50,4,-17
"Kent, WA",12/31/2012,$210K,80,116,279,-11.10%,55,5,-28
"Kent, WA",1/31/2013,$214K,85,129,273,-2.20%,51,-4,-39
"Kent, WA",2/28/2013,$243K,114,149,265,-2.90%,55,4,-17
"Kent, WA",3/31/2013,$250K,148,177,278,4.90%,20,-35,-50
"Kent, WA",4/30/2013,$232K,147,229,340,22.30%,22,2,-27
"Kent, WA",5/31/2013,$260K,150,175,345,1.50%,22,0,-35
"Kent, WA",6/30/2013,$255K,158,176,371,7.50%,19,-3,-20
"Kent, WA",7/31/2013,$271K,149,178,406,9.40%,24,5,-20
"Kent, WA",8/31/2013,$275K,121,134,398,-2.00%,24,0,-30
"Kent, WA",9/30/2013,$250K,139,135,377,-5.30%,32,8,-27
"Kent, WA",10/31/2013,$265K,100,102,343,-9.00%,46,14,0
"Kent, WA",11/30/2013,$251K,114,78,326,-5.00%,43,-3,-7
"Kent, WA",12/31/2013,$225K,91,121,323,-0.90%,63,20,8
"Kent, WA",1/31/2014,$256K,91,113,311,-3.70%,48,-15,-3
"Kent, WA",2/28/2014,$246K,116,137,296,-4.80%,39,-9,-16
"Kent, WA",3/31/2014,$245K,135,188,322,8.80%,38,-1,18
"Kent, WA",4/30/2014,$265K,135,227,340,5.60%,19,-19,-3
"Kent, WA",5/31/2014,$281K,152,169,345,1.50%,25,6,3
"Kent, WA",6/30/2014,$265K,146,183,410,18.80%,20,-5,1
"Kent, WA",7/31/2014,$265K,134,174,409,-0.20%,22,2,-2
"Kent, WA",8/31/2014,$273K,130,146,403,-1.50%,34,12,10
"Kent, WA",9/30/2014,$261K,152,142,396,-1.70%,36,2,4
"Kent, WA",10/31/2014,$272K,104,97,357,-9.80%,35,-1,-11
"Kent, WA",11/30/2014,$278K,141,81,324,-9.20%,48,13,5
"Kent, WA",12/31/2014,$269K,80,140,299,-7.70%,49,1,-14
"Kent, WA",1/31/2015,$287K,108,140,260,-13.00%,49,0,1
"Kent, WA",2/28/2015,$279K,163,189,250,-3.80%,41,-8,2
"Kent, WA",3/31/2015,$295K,176,227,290,16.00%,34,-7,-4
"Kent, WA",4/30/2015,$296K,180,194,277,-4.50%,13,-21,-6
"Kent, WA",5/31/2015,$307K,199,212,285,2.90%,14,1,-11
"Kent, WA",6/30/2015,$305K,218,183,312,9.50%,14,0,-6
"Kent, WA",7/31/2015,$306K,145,189,315,1.00%,19,5,-3
"Kent, WA",8/31/2015,$316K,175,150,287,-8.90%,16,-3,-18
"Kent, WA",9/30/2015,$315K,151,137,270,-5.90%,18,2,-18
"Kent, WA",10/31/2015,$300K,111,102,216,-20.00%,23,5,-12
"Kent, WA",11/30/2015,$316K,140,85,194,-10.20%,26,3,-22
"Kent, WA",12/31/2015,$327K,90,133,184,-5.20%,20,-6,-29
"Kent, WA",1/31/2016,$320K,99,141,180,-2.20%,29,9,-20
"Kent, WA",2/29/2016,$333K,146,190,185,2.80%,11,-18,-30
"Kent, WA",3/31/2016,$335K,173,218,206,11.40%,10,-1,-24
"Kent, WA",4/30/2016,$335K,172,214,220,6.80%,7,-3,-6
"Kent, WA",5/31/2016,$333K,202,250,279,26.80%,9,2,-5
"Kent, WA",6/30/2016,$330K,179,239,304,9.00%,9,0,-5
"Kent, WA",7/31/2016,$335K,201,194,298,-2.00%,11,2,-8
"Kent, WA",8/31/2016,$350K,183,215,305,2.30%,18,7,2
"Kent, WA",9/30/2016,$339K,189,142,273,-10.50%,20,2,2
"Kent, WA",10/31/2016,$328K,137,136,259,-5.10%,22,2,-1
"Kent, WA",11/30/2016,$343K,167,90,189,-27.00%,20,-2,-6
"Kent, WA",12/31/2016,$353K,144,139,164,-13.20%,43,23,23
"Kent, WA",1/31/2017,$350K,139,140,142,-13.40%,29,-14,0
"Kent, WA",2/28/2017,$350K,160,202,155,9.20%,13,-16,2
"Kent, WA",3/31/2017,$375K,146,182,159,2.60%,6,-7,-4
"Kent, WA",4/30/2017,$380K,185,223,159,0.00%,7,1,0
"Kent, WA",5/31/2017,$380K,224,282,202,27.00%,6,-1,-3
"Kent, WA",6/30/2017,$371K,210,198,237,17.30%,7,1,-2
"Kent, WA",7/31/2017,$376K,193,222,241,1.70%,9,2,-2
"Kent, WA",8/31/2017,$385K,177,195,264,9.50%,12,3,-6
"Kent, WA",9/30/2017,$367K,180,166,230,-12.90%,15,3,-5
"Kent, WA",10/31/2017,$375K,148,105,175,-23.90%,16,1,-6
"Kent, WA",11/30/2017,$410K,165,61,126,-28.00%,19,3,-1
"Kent, WA",12/31/2017,$405K,101,133,101,-19.80%,25,6,-18
"Kent, WA",1/31/2018,$403K,138,145,110,8.90%,13,-12,-16
"Kent, WA",2/28/2018,$419K,137,188,115,4.50%,7,-6,-6
"Kent, WA",3/31/2018,$420K,148,214,172,49.60%,7,0,1
"Kent, WA",4/30/2018,$416K,174,292,242,40.70%,6,-1,-1
"Kent, WA",5/31/2018,$427K,203,248,289,19.40%,7,1,1
"Kent, WA",6/30/2018,$420K,192,231,330,14.20%,8,1,1
"Kent, WA",7/31/2018,$410K,179,211,377,14.20%,10,2,1
"Kent, WA",8/31/2018,$425K,143,171,368,-2.40%,18,8,6
"Kent, WA",9/30/2018,$420K,155,137,340,-7.60%,26,8,11
"Kent, WA",10/31/2018,$409K,140,121,310,-8.80%,33,7,17
"Kent, WA",11/30/2018,$409K,134,44,223,-28.10%,32,-1,13
"Kent, WA",12/31/2018,$430K,93,139,212,-4.90%,44,12,19
"Kent, WA",1/31/2019,$409K,110,134,205,-3.30%,38,-6,25
"Kent, WA",2/28/2019,$420K,161,172,184,-10.20%,13,-25,6
"Kent, WA",3/31/2019,$420K,156,210,188,2.20%,11,-2,4
"Kent, WA",4/30/2019,$440K,182,263,250,33.00%,6,-5,0
"Kent, WA",5/31/2019,$437K,186,187,261,4.40%,10,4,3
"Kent, WA",6/30/2019,$434K,186,174,238,-8.80%,9,-1,1
"Kent, WA",7/31/2019,$439K,175,171,236,-0.80%,13,4,3
"Kent, WA",8/31/2019,$425K,157,141,213,-9.70%,13,0,-5
"Kent, WA",9/30/2019,$433K,156,135,179,-16.00%,13,0,-13
"Kent, WA",10/31/2019,$440K,140,99,143,-20.10%,16,3,-17
"Kent, WA",11/30/2019,$435K,123,62,113,-21.00%,22,6,-10
"Kent, WA",12/31/2019,$440K,93,129,121,7.10%,22,0,-22
"Kent, WA",1/31/2020,$480K,99,143,140,15.70%,14,-8,-24
"Kent, WA",2/29/2020,$450K,137,169,154,10.00%,7,-7,-6
"Kent, WA",3/31/2020,$446K,126,158,176,14.30%,5,-2,-6
"Kent, WA",4/30/2020,$463K,112,147,174,-1.10%,7,2,1
"Kent, WA",5/31/2020,$458K,143,188,153,-12.10%,7,0,-3
"Kent, WA",6/30/2020,$465K,200,228,179,17.00%,8,1,-1
"Kent, WA",7/31/2020,$499K,180,214,148,-17.30%,6,-2,-7
"Kent, WA",8/31/2020,$495K,219,202,109,-26.40%,6,0,-7
"Kent, WA",9/30/2020,$495K,231,208,123,12.80%,7,1,-6
"Kent, WA",10/31/2020,$490K,182,112,77,-37.40%,6,-1,-10
"Kent, WA",11/30/2020,$460K,175,97,47,-39.00%,5,-1,-17
"Kent, WA",12/31/2020,$516K,116,107,44,-6.40%,6,1,-16
"Kent, WA",1/31/2021,$520K,107,143,47,6.80%,5,-1,-9
"Kirkland, WA",1/31/2012,$338K,102,126,311,-8.80%,88,21,-1
"Kirkland, WA",2/29/2012,$305K,111,149,277,-10.90%,67,-21,-39
"Kirkland, WA",3/31/2012,$363K,120,149,281,1.40%,36,-31,-15
"Kirkland, WA",4/30/2012,$361K,127,182,307,9.30%,27,-9,-12
"Kirkland, WA",5/31/2012,$393K,137,168,296,-3.60%,22,-5,-13
"Kirkland, WA",6/30/2012,$377K,137,172,309,4.40%,22,0,-10
"Kirkland, WA",7/31/2012,$405K,146,156,325,5.20%,22,0,-34
"Kirkland, WA",8/31/2012,$407K,122,129,304,-6.50%,26,4,-22
"Kirkland, WA",9/30/2012,$411K,124,136,260,-14.50%,35,9,-8
"Kirkland, WA",10/31/2012,$418K,129,112,223,-14.20%,20,-15,-42
"Kirkland, WA",11/30/2012,$400K,121,70,203,-9.00%,38,18,-26
"Kirkland, WA",12/31/2012,$356K,86,139,216,6.40%,19,-19,-48
"Kirkland, WA",1/31/2013,$385K,87,156,217,0.50%,17,-2,-71
"Kirkland, WA",2/28/2013,$435K,141,170,213,-1.80%,12,-5,-55
"Kirkland, WA",3/31/2013,$419K,154,183,232,8.90%,9,-3,-27
"Kirkland, WA",4/30/2013,$461K,183,228,265,14.20%,8,-1,-19
"Kirkland, WA",5/31/2013,$457K,162,220,309,16.60%,10,2,-12
"Kirkland, WA",6/30/2013,$460K,177,204,315,1.90%,10,0,-12
"Kirkland, WA",7/31/2013,$471K,185,179,301,-4.40%,12,2,-10
"Kirkland, WA",8/31/2013,$410K,158,172,302,0.30%,14,2,-12
